asin,reviewerID,reviewTime,reviewerName,reviews.title,reviews.text,reviews.rating
B00K8HKI8O,AKF6PJKEUZG2P,"06 1, 2014",Alicia S. Wyatt,Very Good,"I enjoyed the story from beginning to end.  It had it all - funny , sexy, and great sex scenes.  Just wish it was longer.  Loved the twist, with the guys being ghosts.  Couldn't put it down - had to keep reading.",4
B00G4CEEBY,A8PJB6Y40MGW3,"12 8, 2013",S. H.,A different Christmas story.,"Previously I enjoyed this author&#8217;s other Christmas books, so it&#8217;s no surprise I liked &#8220;Maximum Redemption&#8221; too.It&#8217;s a short Christmas read but a nice one at that. Makes one think how our actions ultimately affect other people.Maxwell Sheppard can be loosely identified as a modern-day Robin Hood, except he kept all the loot to himself. He ends up in prison and shortly after, the consequences of his decisions comes back to him and causes him to seek atonement.Even at the start, Max didn't really look much of  bad guy so it was easy to empathize with him (especially because we first see him already in jail and we didn't get to see him in the midst of his criminal days). I would've wanted to see additional chapters on that, to show his character development.The ending might even be a little too perfect, but I&#8217;d take it given that it&#8217;s the holidays!",4
B00JTJ2F2O,A1VYFX4KAE4PLR,"07 16, 2014","u mad, bro?",3.5 stars,"Tempting the Bodyguard is by far the best book of the Gamble Brothers series.A novel packed with romance, humor and a little bit of suspense.I get why people don't like Alana but I always thought she was the best/strong character of the whole series.So, get over it and try this one!",4
B00FJBHURG,AT4KR2C9LZRPZ,"05 20, 2014",Heather,Quick hot taboo,Quick story.Taboo with step-father intrupting a &#34;study&#34; session between his step-daughter and her friend.Spanking scene and more.It is hot for what it is. It is taboo with a daddy/daughter reference so consider yourself warned.I got this as a amazon freebie.,4
B003VPA02O,A2HMG9PWSR2OLL,"05 21, 2013",mslelee,One Night Stand,"I liked the story a lot.  It was good to see them get together and be a family.  It was a short read, and I enjoyed it. I liked Michael and Ayanna a lot. Michael wasted no time after he found out about his making them a family. A short and good love story.",4
B00ALN6V36,A1WQRPXX1KO6R5,"07 15, 2013",Teresa,Twisted,Pretty good stories. Kept my interest throughout the whole book. Was too short. Wanted more stories as it went too fast.,4
B007OALZAI,A309FUO9AZ07XC,"09 29, 2013","Lili Breck ""LiliReadsALot""",smokin in the best way,"Oh my. Where to start. Knives, spoons, fine firearms, barely controlled power... Love, need, despair, desire, delight, death and revenge. Add a BBW, and this would make a 4.5, just because 5's are reserved for great literature.Recommended!",4
B009YJNRGM,A2JSGTLAHWCIUN,"11 26, 2012",Kslave,Nowhere to Run,"Come on now, 2 years for kicking over a mailbox?!?!  Don't think so.  This is a very short read and having said that I think the author could have done a better job proofreading, ie They sh/have been There, etc.  Also, in just 2 paragraphs the author had 3 different spellings for a main character's name:  Eric, Erik & Erick.  Make me crazy.  Grrr.  Still a good story though.",4
B00BEK71Q6,AEAFST0PI00MZ,"11 7, 2013",T's Book,A journey to reclaim themselves and each other,"Sexy, alpha males. It's what Kristen Ashley in known for. Ham ranks right up there as a take no bull and pull no punches type of guy. So after his near miss with a serial killer he re-evaluates his life and realizes there is one that has almost got away. He puts a plan in motion and sets his sights on getting back his Cookie, Zara Cinders. She was one of his stops along the nomad life he had lived for years. A new look on life has Ham deciding to set things right between them.Zara is smart, headstrong, and freshly divorced. Takes in the barely there appearance of a home she had saved and planned for. Her business has failed due to the economy and the last thing she expected to see when she turned on the television was the man she had once and still loved plastered all over the news as a near victim of a serial killer.Reaching out to him probably wasn't a good idea but she has to know he is okay. What happens next is true Ashley magic. It's a story of real people with real problems and issues to overcome. Plain spoken guys with her trade mark...""Ya feel me?"" thrown in.  It's the story of their journey to reclaim themselves and each other.Jagged is book five of the Colorado Mountain Man series but it can totally be read as a standalone.4 StarsT~",4
B00IK84ODI,A3MI9AZ08CBUVQ,"03 27, 2014",sandy hill,Half my heart & Change my heart,Wonderful story. Can't wait for the next one in the series. Love reading your books! Every time I read one of your books I have a hard time putting it down.,4
B00BUWX6GM,AK5ZLOY2DVRNN,"12 30, 2013",Aarie,Is it finished?,"I still love the series but the way it ended has me wondering if funds were cut...or the inspiration was gone..or the last one hasn't been written...or I'm an idiot who can't find the next book. Regardless the book had great flow, it was better than the last due to more action, and I like it had more love in it.",4
B00GMQW87Y,A12CWC8CTC8NMF,"11 17, 2013",Ondreea,this book is that decadent appetizer/dessert you order and thoroughly enjoy,"I liken this book to that decadent appetizer/dessert you order and thoroughly enjoy. I make the analogy because it was a quick read, satisfying, and completely sinfully delicious. I read the entire book on a business flight home and it was just perfect after a stressful week.I haven't read any others of this series or any of Savannah Stuarts books - YET - but now plan to after reading this book. Tattooed heroes don't usually do it for me, but Asher is not the typical tattooed archetype. Ella was also perfect with realistic insecurities but a decisive character and a backbone. I'll have to go back now and get book one to start the series because I enjoyed it so much.",4
B00D4TOOE2,A3THWYC3WAR8H,"07 4, 2014",petlover1,Very good recipe book,"Very good recipe book. I love having these on my Kindle Fire, This was free at the time I downloaded it and worth it.",4
B00CIUGDGK,A3FAIAD0FIY6VP,"05 10, 2013",OZTRAY,New and Interesting Series,"A new and very intriguing series from Iain Rob Wright The endless possibilities his story line have opened really make me think. It's a whole new concept on the over written apocalyptical theme. Best of all all four of his books are available so I could read the lot in a couple of hours. Fascinated, I hope more will come. Ideal for a reader who wants to think while being scared stupid!",4
B00AOS0QPC,AZHUUD48956I2,"01 25, 2013",Hannah E.,Yummy Recipes!,"I picked up a bunch of recipe books for Kindle lately and this was one of them. I liked the different pasta recipes, since Italian food is definitely one of my favorites, and better yet a lot of them are healthy. I'm also a beginning cook and found that even though some of the recipes seemed challenging, the instructions were clear enough that I could follow along and not completely screw up the meal. Another book I also tried recently is21 Delicious chicken recipes: For simple weeknight dining (Tasty and simple recipes for weeknight dining), which also has healthy ideas and a lot of the chicken dishes could blend well with the pasta dishes found in this book. Both books were a big help, thank you!",4
B005DMMEMM,A350Y4L5YNOUDP,"11 25, 2011","tasty cake ""Lover of good erotica""",it really could of been better,the complaint i have of this book there was to much left out to make this a good story the man i thought was a jerk but i really loved it when the girl gave him his wedding gift i laughed so hard just for that it is worth reading the book.,4
B00CO9R68O,A2QQDV7Y545VZ3,"03 30, 2014",Katie M.,Take a Chance on Your Heart,"Roping Love was a very quick read.Callie has spent ten long year trying to forget about the man who broke her heart until one day as fate would have it, she runs into Chance again.  All of the feelings that she once had for him come flooding back.Will she forgive him from walking out on her all of those years ago?Chance can't believe that Callie has just walked back into his life.Will he have the strength to show her that he really is worthy of her love and that he has finally made something of himself?You must read this book to find out what happens to them.  Callie and Chance will not disappoint you.",4
B00ALTVJ8C,A3797UQF84KDEJ,"04 20, 2013",Suzanne L. Barton,Good book,Nice lite reading.  Good story and an easy afternoon read.  Thanks Sheila for another uplifting story.  Will read more of her books,4
B005UA0WUS,A3E8BQOX3OOUH2,"11 27, 2011",Cindy O,I want my own fantasy lover...,"Sophie Butler who lives in Australia is going to school to get her psychology degree. To support herself she cleans room at a top dollar place. She accidentally walks in on a guest who is wearing nothing but skin and cannot take her eyes off of his package.. She is also worried that she is going to lose her job over this and express her apologies and runs out.Nathan Pace thinks a fan has found him and has broken into the rental that he was told wouldnt happen here. Nathan is also rock star Jamie Speed. When he realizes she doesnt know who he is and he gets a glimpse of her eyes, he realizes this is the woman that has haunted his dreams for ten years and she just ran out without him finding out who she is.When they meet again at a coffee shop and he takes off his glasses Sophie realizes the same thing - she has been having dreams about this man for 10 years.Neither of them tells the other of this as the both think the other will think they are crazy.The attraction between them is undeniable and hot. They decided to have 1 day together of hot sex. But Nathan's worried about Sophie figuring out his alter ego. He wants someone to like him for him not for the rock star persona.I didnt realize until I started reading this it was another Rock Band series. We get to meet Nathan's brothers who are also members of the band and there best friend who runs the shows. Looks like there books are coming up. All in a all a nice quick romance.",4
B007JZ0IEM,AWOFD83844MC0,"03 15, 2012",Amazon Customer,4.5 Stars Nice Story Progression,"4.5 starsI've been following this action-packed series, watching to see what will happen next. Winter's Wrath: Sacrifice did not disappoint! Dr. Williams reaches all new levels of evil, Meg's evolving powers have made her an emotional powder keg, and Cole's injecting himself with the Infinity serum has unexpected results. Romances bloom everywhere, and the love triangle between Meg, Cole, and Creed becomes even more complicated.First I'll explain why this review is 4.5 stars. For me, I missed a lot of the action that was present in the first three books. Most of it happened toward the end, and we spent a lot of time dealing with Meg's emotional stuff. I get that emotion is part of her ability. But after a while I wanted my girl to stop passing out and get up and kick some butt like she did in the other books! However, she seems to find her own in the end, which I loved and it made me excited for book 4. I also would have liked to see more going on with Alik as I can sense him growing as a meta and a person. I hope there's more of him in book 4.Cole began to come across as a bit selfish, but hey, he's a teenager. What teenager isn't selfish, especially when it comes to love. I'll be interested to see how things evolve, although at this point, I am squarely in Creed's corner. For me, he is the shining star of this book. Ever since I was introduced to him in book 2, I've been in love with him. My love lives on! Team Creed!Overall, this book is solid and entertaining, a fun read for young adults and grownups alike. The story continues, and I'll be waiting to see what develops next!",4
B00KMADLXQ,A2G4WMA9CSB6QS,"07 16, 2014",MGM,Interesting,"Ok so I got 3 WW2 books on free promotion and thought they all were fascinating. I am a history buff but am totally against war. However I think these machines are amazing and the minds that created these tanks are incredible. Anyway, I recommend this for anyone who wants a quick read on the tanks and the info behind each of the &#34;tank battles&#34; in WW2.",4
B00AT30UKS,AJ7XR494MS48P,"04 22, 2013",melody,How to stop farting,This book made me laugh so hard my head got dizzy from lack of oxygen!!  It should be followed up with a book to stop peering your pants from laughing too hard!  Recommended !,4
B00IT03ZNM,A27WUZJUM2DHXN,"03 17, 2014","Anne ""Anne""","Nice collection, great intro to new to the reader authors at .99","While I had heard about many of the authors included, I hadn't read any of their work (despite having Delicate Freakin Flower for a couple of years).  I was given an ecopy by one of the authors in exchange for my honest review.While the stories have the basic werewolf/shifter set up, hot, protective alpha males and similar world building, the variety of stories kept me interested.  2 out of the 12 were DNFs primarily due to slow story development in both and one having a just graduated teen as the heroine.  Not from an ""ick"" young heroine point because her guy was also a just graduated teen, but she was totally uninteresting.  There were some typos, punctuation errors, wrong/missing words in a few books, none so bad I couldn't enjoy the read.  Delicate Freakin Flower was one of the worst.  As I mentioned, it's been out for a while, it could (should) have been revised.  There is sex in every story at a moderate level I felt for shifter books in 2014.Romancing the Wolf-  The story of two sisters finding out about wolf shifters.  Primarily focuses on Bree and is a fairly typical PNR.  Delia's story, the younger sister, is kind of thrown in.  It was a bit too much for an intro to a character a possible next book might be focused on, yet not enough for this to really be her book.  I liked Bree's portion better because Delia was a sadist domme and we learn more than once that she loves having sex with shifters because there's no need for safe words and she can do WHATEVER she wants as long as there's no silver because they'll heal.  Sorry, no, that doesn't work for me.  Especially because, in an interesting twist, these weres (BTW most are gay, if not, bi) get hopped up on Ecstasy on full moon nights so they have no will and really can't say no.  Granted, they do seem to be enthusiastic and willingly come to her, but there is an ""ick"" factor here for me.Curves for the Lone Alpha-  James is forced to work as a enforcer for the FBI and meets his mate.  I liked that James didn't moan and groan having to work for the FBI.  He was doing it to find out more about why his pack was killed and he did the job without being angsty.The Alpha Claims a Mate-  My favorite of the bunch.  I liked all the characters and there was a nice bunch of interesting secondary characters and a mystery to boot.  Some reviews about this book as a single mention the BDSM scene was being out of place and excessive.  I didn't feel that way because BDSM is fairly common in shifter books because the alphas tend to be so dominant.  Ginger, the heroine, TELLS Loch that he can punish her any way he wants and he even asks her again if she's sure.  When they get to the club, he makes sure she wants to come in (she's even eager) and he gives her a safeword.  While there, the author doesn't put in much detail about what's happening to others and Ginger is fully clothed from the waist up and is wearing full cut hipsters.  She gets 10 whacks, a little care and off they go.  That's it, BDSM ultralight.All American Wolf - I felt this one had the most developed story about a female detective who meets two men while investigating some unusual murders.Charming the Alpha - Hannah, a witch fes strangely attracted to the wolf alpha.  Wolves are getting abducted and Hannah helps save the day and finds out something new about herself.Change for Me - This is the story about the teen I found uninteresting and the story slow to develop.  DNF.Bear King's Curves - Yay! some werebears .  Interesting story about bear antiquities getting stolen by a sexy thief who is thwarted by a bear enforcer who finds out the clan has some secrets.Witchy Wolf - Chloe wakes up in the hospital after a werewolf attacks her.  She doesn't realize that she's ""special"" and when she turns for the first time there are some surprises.  She's also torn between the PI and cop she meets.  The story has a mystery around Chloe's dad and ends abruptly.A Change to Bear -  Terry has a terrible job and a not so great family and just takes off for Asia and basically foists herself on Liam, a fellow traveler,  Liam has some secrets, but the story moves so slowly and is more of a travelogue than a PNR that I gave up.  DNFDelicate Freakin Flower - Wolf, bear and jaguar triad.  Very reminiscent of Shelley Laurenston.  Had one good lout loud laugh at the beginning.Protecting the Pack - Another fated triad story with a little m/m action.  Outsiders try to infiltrate two established packs and take them over.The Alpha's Mate - A shifter unable to change into her wolf gets help from the alpha to be.  As she's getting adjusted, a rival for her mate' affection causes trouble and there are female shifters disappearing.  Chloe's a bit of a doormat at the beginning but comes into her own.",4
B00CJV6MZU,A3EFLRQ8WRJ2AM,"03 22, 2014",Ctv,mystery and romance,"This is the 2nd Maggie Kean book that I have read, although this book is the 3rd in the series.  This book was much better than the first.  The characters have grown, especially Maggie.  The author did a good job in justifying the reason why Maggie got involved in the investigation, and made her a very likable character instead of just plain nosy.  The romance part was also nicely done, with just enough emotion to touch the readers.",4
B007C5UAX8,A2YO2M16CRB9B9,"12 4, 2012",John Holley,Great Main Character,I absolutely love everything by this author and this book has a great main character.I recommend you checking out his other books as well.,4
B007SV5ZMC,A3FF9B6A977XVU,"04 16, 2012","L.Taylor ""Lulubug""",A Boss Bytch...,"This story picks up where book one left off and is just as full of loyalty, love and action as was the first one. Secrets are revealed with a lot of twists, turns and mystique. Reese is still that BYTCH in charge. Another fine job by Bri'Monae.4.25*",4
B00E7JHTRC,A33Q1S1U8B9S30,"06 2, 2014",bt,Good read,Now I have to find the the 1st. Book in this series. This one has great  characters and a plot that moves at a good pace. Not theBest book I've ever read but it was really Good.,4
B00EB4LMV2,AF7L7JWSRS122,"09 13, 2013",Pen Name,To familiar,Just to similar to another series I read awhile ago not a bad story at all just so be there done that,4
B00IRBQFG2,A22VH4SYG5EE46,"04 17, 2014","Amy L. Maxwell ""amee16""",Very useful for my research,"I'm writing a paper on non-western Medicine and alternative homeopathy, so the subject of healing crystals came up fairly quickly. This book was a really handy overview that dispensed with a lot of the B.S. and got straight to what I was looking for. Massively appreciated!",4
B009RBJYL4,A3THYM7XMB8B0U,"10 31, 2012",Lola's Mom,Great for Halloween,"I can't let Halloween come and go without curling up with a scary short story and this is the one that came to my attention this year. The blurb promised me a mysterious lady in white come back to exact revenge on the male race...or just one man? Hm... I had to read and find out more.Poor Wilbur. :(Wilbur is dateless and in college, on his way to a dance. He's shocked when a beautiful girl pays attention to him, dances with him, then asks him to walk with her... As they look over the lake, arms around each other, she begins to tell him a story.In the 1890s, the college finally accepted women...but the male students weren't pleased to be outshone by females. After all, a woman's place was in the home. Out of three women, two ran away. They couldn't take it, but one woman could. She faced them, did better than them, studied hard, avoided trouble. She was going to be a doctor!A fantastic feminist. I'd like to say that at this point, usually a character telling another character a story would  bother me, but it was actually done in a showing, not telling way, because I could see that college girl in my mind's eye sitting there studying hard, gazing at the lake...And what happens next turns into a century of revenge.Will she take pity on poor Wilbur? After all, he's mistreated too...A short story with vivid descriptions and a intriguing back story. There was a spot in the beginning that made me laugh out loud and a a couple spots that made my spine tingle. Great combination.",4
B00BZPLHJM,A3U8JEL4LAZK48,"09 20, 2013",Melody Martinez,A love story about the past,Meg has loved Owen for 14 years since she was 18 . They had a summer romance. He comes into her cafe and back in her life.The town is dying down so the mayor wants to make a tv show about bachelor's. She agrees to help. A runaway comes to town she's pregnant and has no family. Meg takes her in and her mom helps her too. Can Meg and Owen make up where they left off. A cute love story just wished Shelly would of found love for her and that baby.,4
B00GU0GIJ6,A3G30TFECUMBXJ,"11 26, 2013",19Pinky67,Quick read,"The information contained in this short, easy-to-read book is not new to me. But, the author does a serviceable job of delivering it. No fluff or unnecessary garbage here!",4
B00BTIDW4S,AQVCLXISVHRE,"05 9, 2013",Ashley S.,:-),"Loved it! I felt as if I were there in real live, witnessing the verbal and silent exchanges between each character. I'd definitely wouldn't regret spending a little money of this story.",4
B00IPL4AR0,APITHXHWG0D4Q,"05 20, 2014",Amazon Customer,Good read. But wished for unfinished connections to some of the characters.,I like that this series flows from one book to another. I do however wish there was more on Crystal and Lisa. I felt the connection with Lisa and started hoping for all this possibilities for her. Would she be adopted by Harlows mom? This stories are good but I feel like some if the connections are lost because of lack of involvement in characters. When Lisa is bullied in school I'm hoping for a conclusion not just she showing up to a bday party. It loses its appeal when the connections are being broken and left empty.,4
B00GH2UEMO,A1K43D7NHIVU4D,"06 2, 2014",Patty McKenna Van Hulle,CAN WATER BE AN APHRODISIAC? IN THIS MADCAP ROMANCE IT IS!,"Can water be an aphrodisiac? It is for a buttoned up, control freak female and a sexy, half naked man in this madcap romance!Ambrosia Tisdale is a woman who believes that she must be perfect in all things. She and her brother, Thomas, both came down with a terrible fever, but only Ambrosia survived. She has 3 younger sisters and wants to be a perfect example for them. Ambrosia only has 3 things in her live that she can have complete CONTROL of, order, routine and schedules. Control is her greatest ally , but also her greatest enemy.Duncan Maddox, Earl of Bristol, is a rake, gambler, lover of loose women and drinks like a fish. His parents couldn't be in the same room together without words, vases and scandals flying. His older brother, Jason, was the perfect heir apparent and when Duncan became like his father, a rake, gambler, lover of loose women and drunkard, he was banished to their country estate, so not to influence Jason. Now his father and Jason are dead and he must pick up the Maddox name, brush it off, polish the family reputation, marry a respectable woman with money and do all this before is only remaining relative, Uncle Richard, dies.That the beginning of Ambrosia 4th (shocking, I know) Season, she dodges her mother and another suitor and winds up in the library with a half naked, wet, yummy, Adonis looking and, did I mention yummy, sculptured man. Duncan was caught in a rain storm and drying by the library fire, when this heavenly vision walks in and he is captivated. Ambrosia knows she will be compromised if found alone with this male. Duncan tries to introduce himself, but she doesn't want to know. The next thing she knows, she is pulled into his arms and he precedes to kiss her until her toes curl. Duncan can't believe this lovely woman doesn't know to kiss and begins to teach her how. Ambrosia freaks out and flees the library.Duncan reconnect with his only friend James, the Duke of Kenning, and it's decided between them that he must use his famous Maddox charm, court her and if he must, COMPROMISE Miss Ambrosia Tisdale and all his problems will be solved. Thus begins a dance between this two black and white individuals. Ambrosia is rude, evasive, not going out and hiding if she has to. She must make Duncan back off because when she is around him, her mind doesn't function properly. Duncan sees this perfect and so proper woman, but underneath he knows she isn't so wounded up. Every time this two are near water, they are become full of dirt and water logged and then they lips lock, have wandering hands and almost get down and dirty. They have a scheming sister, lots of water, a debauched Duke, toe curling kisses, more water, harsh and hurtful words, a meddling uncle and a traditional family house party to shake up and maybe bring together these two crazy kids together! Can Ambrosia learn that being perfect is not a life? How much can Duncan screw up her schedules, orderly life and routines? Will the Duke help or hurt them both? How long will it take Duncan to believe in love? Will Ambrosia let all the weight off her shoulders and let Duncan carry her burdens? When will Duncan realizes that he DESERVES LOVE?This is my first Ms. Jefferson's book and I must said,(insert pompoms here)&#34;YEAH!&#34; She has a great cast of crazy, hilarious and original characters. I love the kooky and slightly disturbed Tisdale family. The names are even unique, Ambrosia, Flora and Tamsin. Ambrosia was a great wounded and scarred on the inside heroine and I could feel her pain and misery about the loss of her brother and I had a good (but ugly) cry. Duncan was a lone wolf and he was in so much pain and his saving grace and torment was his Uncle Richard. Duncan wanted so right so many wrong, but he lack motivation. Ms. Jefferson made her hero and heroine look their fear in the eyes, confront, understand and then begin a journey of healing. She created an amazing, hilarious and kooky Tisdale world and I can't wait to wiggle, crawl and infiltrate this Tisdale universe again to enjoy Tamsin story. I am a new devotee(not a stalker)of Ms. Jefferson! She has earned a score of 4 fingers up and 8 toes for her first book!",4
B006ECFWBA,A3MT311233OHMQ,"01 12, 2013","Sophia Rose ""Guest Reviewer for Delighted Rea...",Splendid Sci-Fi Romance,"This was a nice blend of the Sci-Fi with the paranormal along with the romance. The blurb is what originally drew me to the book and I was not disappointed.The story opens with the High Queen of Ontariese making a personal sacrifice to do what she must for the Kingdom which is on the brink of civil war. The Queen uses her mage power to send her twin daughters through a portal hiding them in two separate places to be retrieved when they are needed. Many years later, the war continues with no chance of relief and an evil mage plots the downfall of all for his own greed for power. Tal, a mage, Trey, his brother, and Vee, Tal's mentor set out to find him and also foil the evil mage's plot that takes him to earth.Then the scene changes to present day earth where Charlotte sits in her mountain cabin contemplating her future of moving to Seattle, completing the Bar exam, and getting a job with a nice law firm. That same night, an odd lightning storm changes her fate when it brings Tal dar Aune, an Ontarian, into her life.Tal is mystified as to why this earth woman, Charlotte is of interest to his enemy, but he vows to keep her safe and with him until the answers can be found. Tal and Charlotte race for their lives even as Charlotte fights to break away from him at first, but then the clues start building up and all lead to one thing- Charlotte is much more than she seems and may be the answer for all of Ontariese.The plot kept moving at a good pace even as the author deftly fit in the explanation to the Ontariese world. I love Sci-fi for its creative world-building and this story offered the interesting concept of magically gifted people and a matriarchal-style society. It was exciting during the cat and mouse chases to keep Charlotte out of danger and the slow build up of her relationship that went beyond attraction with Tal. I loved the little twists that occurred a few times to keep things from getting blase'. Tal and Charlotte were stumped a few different times when they tried to be together.But I think my favorite part of the book was Charlotte herself. At first, she seemed to be a human woman who has known heartbreak and is lonely, but her exposure to Tal and the other Ontariese along with their trouble shows she is no marshmallow. She doesn't allow them to bully her, but at the same time she's not prone to act stupidly or get whiny when her whole world changes on her. She is saddened by her losses and fearful of change, but she goes with it and that's my kind of gal. I like that she doesn't play around with Tal. She might disagree with him- actually she does disagree with him and frequently- but this doesn't make her sulk or have to much pride to meet him half-way or wish to mend things. Yes, she had gifts, but it was fun the way her human law degree was what served her almost as well.Tal is a strong male who because of his talent as a mage has a lot to learn still. He is strong on his traditions and has to be shown that it is the principles underlying the traditions that are the more important. He has had a lot of loss and sorrow in his life and he wants Charlotte, but he must learn the value of compromise and the learn that others without his talents have value before he can achieve what he most desires.So all in all, it was a fab sci-fi PNR romance and I look forward to the rest of the series. I hope to get Trey's story and more of the other characters too.",4
B00BN1XLF6,A1HBWSGJUKIG8R,"03 26, 2013",Srosales,Good,Very good but it reminded me a lot of fifty shades of grey it was way to similar to that book. Other than that I loved it,4
B00L87JAWS,A5ZB2QD6D0JPM,"06 25, 2014",Tissues and Tomes Book Blog,Off the Charts Chemistry!,"I was so anxious to see how Ceci was going to get herself out of the situation at the end of Volume One. Bentley is beginning to realize his feelings for Ceci are more than just casual and begins to question her motives and place in his life. With each question that he asks, Ceci is building a larger web of lies and is slowly blurring the lines of her own mission. The chemistry between Ceci and Bentley is off the charts in Volume two and the story itself begins to narrow in. There is a shocking reveal at the end. It seems for every answer we get, two more questions are asked. Now, leading in to the final chapters, I am excited to see where the author takes us. I am ready for July 16, when Volume Three will release.",4
B00GIOQ70Y,A3IT9Z7O9IK7BM,"11 14, 2013",Shirley Quinones,"Impressive, interesting and enjoyable","In the small town of San Aplastar there's a standing tradition, a coming-of age type of event if you will, that teens from 13-18 years of age are expected take a part in. The teens and most adults that have grown up in the little beach town are forever affected by this event. You see, at &#34;The Assignment&#34; a select teens are 'labeled' according to an specific trait. It ranges from &#34;The Queen Bee&#34; to the &#34;Heartthrob&#34; all the way through to &#34;The Outcast&#34;. The teen that has been assigned the particular trait has to act it out and must treat each assignee accordingly until the Friday before Labor Day.Chloe is not planning to participate this year, especially after what happened the year before. But due to actions beyond her control she is registered and assigned the title of &#34;The Crush&#34;. Having recently met Casper, a newcomer to the town, she just wants to enjoy her summer like a normal teenager. But that is not to be. What ensues is a series of events, confessions and betrayals that just may prove how dangerous &#34;The Assignment&#34; really is.The town name of San Aplastar fits perfectly for this story. Aplastar in Spanish means to smash, squash, or to crush. And that is exactly what &#34;The Assignment&#34; leads to. It crushes any chance for the teens of the town to lead a normal life, for they'll be judge according to their assigned trait.C.M. Stunich is a new-to-me author and she impressed me with this story. It was original, full of angst and unexpected twists and turns. She managed to bring to the page all the teen angst expected when cliques are formed and secrets fester while still keeping it real, different and entertaining. I enjoyed the anticipation of of finding out which character was getting which trait and how they acted it out. It was surreal and over-the-top but, oh so enjoyable.Although there were a lot of characters and at times it was overwhelming to keep up with them, I enjoyed what they each brought to the story. Casper was sweet, caring and protective. As a newcomer, he couldn't understand why this event took place or why any one would willingly participate. His experience was harrowing even if he didn't participate in it. His sister, a lovely girl with a strong character and an even stronger heart, was the one who suffered the most, but her attitude was refreshing and I could completely understand why she decided to participate.Chloe was also a great character to get to know. Smart, honest to a fault and determined to get to the bottom of what was happening, she kept the story afloat when at times I thought it was bound to go under. I liked that she stood for what she believed in and that she wasn't easily swayed. Her developing romance with Casper was sweet and I was happy to see her making the right decisions when it came to him.I can't say anymore without giving too much away, but I will say that Crushing Summer was not like anything I had read before. This was a wonderful story complete with a great concept and a complex cast of characters. So if you're in the mood for an angsty young adult read with an interesting mystery and a little bit of romance this is the story for you.",4
B00G8I37MG,A1IGK7U2XFVOEU,"01 14, 2014","Jaclyn Di Bona ""JACLYN  N""",VOODOO DREAMS,"THIS BOOK GAVE ME THE SHIVERS. I'LL ADMIT THE PACING WAS GOOD, DIALOGUE AND NARRATIVE GOOD, MAYBE TOO GOOD, I STILL HAVE NIGHTMARES THINKING SOMEONE CAN CONTROL MY THOUGHTS AND MOVES. UG!Strangely compelled to follow the riddle's clues, Brianna is pulled deeper into the twisted schemes of a voodoo priest bent on revenge. To escape his poisonous web, she must work with Evan to solve the curse. But is the growing love they feel for each other real? Or just a voodoo dream?  THANKS GOD LOVE PREVAILED........JACLYN V DI BONA",4
B009QY4EAS,A37APF2XOO3B5Z,"11 14, 2012",M. Wanchoo,Interesting prequel,"From Man To Man is the debut short story by D.E.M. Emrys, a prequel to his heroic fantasy book It Began With Ashes book one of The Wroge Elements saga. I've been fascinated by the veracity and ingenuity of Emry's book reviews that I've read (so far) as he was able to channel the essence of the book skillfully into his reviews, making them a thorough pleasure to read. Also he's a self-professed fan of David Gemmell and his debut book might be inspired by this legendary writer, which also amps up my anticipation for this title.From Man To Man focuses on Draven Reinhardt, an older ex-warrior who hasn't lost any of his deadly martial skills, however has lost the reasons to continue as a warrior. He lives in a small village called Hidann wherein he strives to tread the path of an honest person working small but menial jobs. However destiny and his attitude mark him out to be otherwise. Soon after his most recent job loss, he gets an offer to use his skills albeit in a role as a guard, however things are never as crystal clear as they seem. Draven needs to find out whether he can continue to be the person he is attempting to be and also figure out where his future lies ultimately.The author writes with a fairly sharp prose style, he sets up the story and introduces Draven and his miserable situation. This short story gives a stark look into what happens to the life of an ex-soldier and this perhaps is a dicey move as with the length of the story, it leaves the readers wanting to know more but not getting their due. The pace of the story is something that helps, as the story never loses steam and once the situation is set up, the reader is drawn into Draven's world and thoughts. The reader will then have to follow through to the end of the tale wanting to see how it ends and what does Draven accomplish.In my estimation this is a good short story with some deficiencies in regards to the story setup. Also the end action sequence & climax perhaps raises more questions than the answers it provides. It does however leave the reader with a strong desire to know more about the world and about Draven, who as an axe man, has big boots to fill. From Man To Man does serve its intended purpose to intrigue readers, present the main character and showcase the author's skills. In the end I can vouch that it's a good short story, which ends a bit sooner than expected. There's also an excerpt of the upcoming book It Began With Ashes that helps in knowing more about the story to come. Give it a shot; I know I will, as I'll be waiting to see where D.E.M. Emrys takes the story next.",4
